title,animal,book_cover_image,description
The Country Bunny and the Little Gold Shoes,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349091500i/532752.jpg,"The country bunny is a lady, and she attains the exalted position of Easter Bunny in spite of her responsibilities as the mother of twenty-one children. That the story ends with success and a reward is, of course, as every child would wish.Like so many other classic stories for children, this one grew from being told and retold to a child for many years. That is why Mr. Heyward gives credit on the title-page to his eight-year-old daughter, Jenifer."
The Country Bunny and the Little Gold Shoes,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349091500i/532752.jpg,"The country bunny is a lady, and she attains the exalted position of Easter Bunny in spite of her responsibilities as the mother of twenty-one children. That the story ends with success and a reward is, of course, as every child would wish.Like so many other classic stories for children, this one grew from being told and retold to a child for many years. That is why Mr. Heyward gives credit on the title-page to his eight-year-old daughter, Jenifer."
The Country Bunny and the Little Gold Shoes,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349091500i/532752.jpg,"The country bunny is a lady, and she attains the exalted position of Easter Bunny in spite of her responsibilities as the mother of twenty-one children. That the story ends with success and a reward is, of course, as every child would wish.Like so many other classic stories for children, this one grew from being told and retold to a child for many years. That is why Mr. Heyward gives credit on the title-page to his eight-year-old daughter, Jenifer."
"The Tale of Tom Kitten (World of Beatrix Potter, #11)",cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348742834i/885500.jpg,"The Tale of Tom Kitten is set in the cottage garden Beatrix created herself at Hill Top, the farm she owned near the village of Sawrey. Tom and his sisters look so smart in their new clothes. When their mother sends them outside while she waits for her visitors, she couldn't possibly guess what kind of mess they are going to get themselves into!"
"The Tale of Tom Kitten (World of Beatrix Potter, #11)",cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348742834i/885500.jpg,"The Tale of Tom Kitten is set in the cottage garden Beatrix created herself at Hill Top, the farm she owned near the village of Sawrey. Tom and his sisters look so smart in their new clothes. When their mother sends them outside while she waits for her visitors, she couldn't possibly guess what kind of mess they are going to get themselves into!"
"The Tale of Tom Kitten (World of Beatrix Potter, #11)",cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348742834i/885500.jpg,"The Tale of Tom Kitten is set in the cottage garden Beatrix created herself at Hill Top, the farm she owned near the village of Sawrey. Tom and his sisters look so smart in their new clothes. When their mother sends them outside while she waits for her visitors, she couldn't possibly guess what kind of mess they are going to get themselves into!"
"The Tale of Tom Kitten (World of Beatrix Potter, #11)",duck,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348742834i/885500.jpg,"The Tale of Tom Kitten is set in the cottage garden Beatrix created herself at Hill Top, the farm she owned near the village of Sawrey. Tom and his sisters look so smart in their new clothes. When their mother sends them outside while she waits for her visitors, she couldn't possibly guess what kind of mess they are going to get themselves into!"
Puss in Boots,cat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312011494i/858152.jpg,"Charles Perrault's Puss in Boots has been an irresistible magnet for countless illustrators ever since this classic French tale was first published in 1697. So the question Do we really need another edition of Puss? Presented with Fred Marcellino's magnificent interpretation of this nimble new translation of the authentic text, book lovers young and old are apt to decide that this Puss in Boots belongs on their shelf of special favorites.Long regarded as the preeminent designer of book jackets in America, Fred Marcellino provides an unstinting visual feast in his first full-color picture book. The eadventures of that rascal, Puss, and his master, the miller's sonare portrayed in a lavish series of illustrations that range from sumptuous grandeur to comedy both boisterous and sly.Show more"
The Very Hungry Caterpillar,caterpillar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603739265i/4948.jpg,"THE all-time classic story, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life?One sunny Sunday, the caterpillar was hatched out of a tiny egg. He was very hungry. On Monday, he ate through one apple; on Tuesday, he ate through three plums--and still he was hungry. When full at last, he made a cocoon around himself and went to sleep, to wake up a few weeks later wonderfully transformed into a butterfly!The brilliantly innovative Eric Carle has dramatized the story of one of Nature's commonest yet loveliest marvels, the metamorphosis of the butterfly. This audiobook will delight as well as instruct the very youngest listener.Show more"
Are You My Mother?,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084.jpg,"ARE YOU MY MOTHER? tells a very simple story for children who have just started to read. their younger brothers or sisters will also want to follow the baby bird's quest as he asks everyone and everything he meets, ""Are You My Mother?"".Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop,"" ""Fox in Socks,"" and ""Green Eggs and Ham.""Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By,"" by Mike McClintock, and ""Put Me in the Zoo,"" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.Show more"
Are You My Mother?,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084.jpg,"ARE YOU MY MOTHER? tells a very simple story for children who have just started to read. their younger brothers or sisters will also want to follow the baby bird's quest as he asks everyone and everything he meets, ""Are You My Mother?"".Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop,"" ""Fox in Socks,"" and ""Green Eggs and Ham.""Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By,"" by Mike McClintock, and ""Put Me in the Zoo,"" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.Show more"
Are You My Mother?,kitten,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084.jpg,"ARE YOU MY MOTHER? tells a very simple story for children who have just started to read. their younger brothers or sisters will also want to follow the baby bird's quest as he asks everyone and everything he meets, ""Are You My Mother?"".Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop,"" ""Fox in Socks,"" and ""Green Eggs and Ham.""Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By,"" by Mike McClintock, and ""Put Me in the Zoo,"" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.Show more"
Corduroy,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347517273i/231850.jpg,"Corduroy has been on the department store shelf for a long time...Yet as soon as Lisa sees him, she knows that he's the bear she's always wanted. Her mother, though, thinks he's a little shopworn—he's even missing a button! Still, Corduroy knows that with a bit of work he can tidy himself up and be just the bear for Lisa. And where better to start than with a quick search through the department store for a new button!Corduroy, with his unaffected simplicity and childlike emotion, is one of the best-loved bears in children's books. His story has become an irresistible childhood classic, as basic and appealing as a small bear's desire for a home and a friend and the perfect fulfillment found in the devotion of a young girl.Don Freemanwas born in San Diego, California, and moved to New York City to study art, making his living as a jazz trumpeter. With this loss of his trumpet on a subway train, Mr. Freeman turned his talents to art full-time. In the 1940s he began writing and illustrating children's books; his many popular titles includeBeady Bear,Dandelion,Mop Top,Norman the Doorman,and his follow-up toCorduroy,A Pocket For Corduroy.At the time of his death in 1978, theLos Angeles Timeswrote:""Ingeniousness and humor, theatricality and commonality, humanity and beauty: these elements survive in his picture books.""Edition MSRP: U.S. $16⁹⁹ / CAN. $21⁰⁰(ISBN 978-0-670-24133-0)Reinforced Binding. Age Group: 3-8.Show more"
"One Fish, Two Fish, Red Fish, Blue Fish",bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165640023i/7770.jpg,"From there to here, from here to there, funny things are everywhere. In this exploration of simple concepts such as colour, numbers and opposites, Dr Seuss presents a crazy world of boxing Goxes, singing Yinks and hump Wumps."
Clifford the Big Red Dog,dog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388851547i/858719.jpg,"It only takes a little to beBIG!Meet Clifford & Emily Elizabeth in the original Clifford book! Clifford is big. Clifford is red. But most of all, Clifford knows how to be a good friend!Like other dogs, Clifford sometimes chases cars; unlike other dogs, Clifford catches them. Like other dogs, Clifford digs in the garden; but while other dogs may dig up a few flowers, Clifford can dig up a whole tree. Also like other dogs, Clifford chases cats—big cats, like lions! When Clifford messes up, he messes up big time!This is how it all began—in 1963,Norman Bridwellpublished his very firstClifford book, and kids have loved Clifford ever since. He's an adorable dog whose well-meaning bumblings have great kid-appeal. Clifford is Emily Elizabeth's, and everyone's, favorite big red dog!Orifinally published in 1963,Clifford the Big Red Doglaunched a popular children's book series, now with more than ninety million books in print. Clifford books, with their understated texts, slapstick illustrations, and tounge-in-cheek humor, have entertained generations of children all around the world.Show more"
Fox in Socks,fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673300877i/105551.jpg,"An alternate cover edition existshere.This is a book you READ ALOUD to find out just how smart your tongue is. The first time you read it, don't go fast! This Fox is a tricky fox. He'll try to get your tongue in trouble.Dr. Seuss gives fair warning to anyone brave enough to read along with the Fox in Socks, who likes to play tongue-twisting games with his friend Mr. Knox.""Here's an easy game to play. Here's an easy thing to say.... New socks. Two socks. Whose socks? Sue's socks.""But Mr. Fox Socks isn't about to let Knox off so easy. Soon Goo-Goose is choosing to chew chewy gluey blue goo, while tweetle beetles battle with paddles in a puddle (in case you were wondering, that's called a""tweetle beetle puddle paddle battle""). Mr. Knox gets exasperated:""I can't blab such blibber blubber! My tongue isn't made of rubber.""But he catches on to the game before it's all through.One ofDr Seuss'best, this must-read-aloud classic is guaranteed to get many giggles out of readers young and old.Best Audience: Ages 4 to 8Show more"
Fox in Socks,goose,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673300877i/105551.jpg,"An alternate cover edition existshere.This is a book you READ ALOUD to find out just how smart your tongue is. The first time you read it, don't go fast! This Fox is a tricky fox. He'll try to get your tongue in trouble.Dr. Seuss gives fair warning to anyone brave enough to read along with the Fox in Socks, who likes to play tongue-twisting games with his friend Mr. Knox.""Here's an easy game to play. Here's an easy thing to say.... New socks. Two socks. Whose socks? Sue's socks.""But Mr. Fox Socks isn't about to let Knox off so easy. Soon Goo-Goose is choosing to chew chewy gluey blue goo, while tweetle beetles battle with paddles in a puddle (in case you were wondering, that's called a""tweetle beetle puddle paddle battle""). Mr. Knox gets exasperated:""I can't blab such blibber blubber! My tongue isn't made of rubber.""But he catches on to the game before it's all through.One ofDr Seuss'best, this must-read-aloud classic is guaranteed to get many giggles out of readers young and old.Best Audience: Ages 4 to 8Show more"
Sylvester and the Magic Pebble,donkey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328018633i/457762.jpg,"One rainy day, Sylvester finds a magic pebble that can make wishes come true. But when a lion frightens him on his way home, Sylvester makes a wish that brings unexpected results."
Sylvester and the Magic Pebble,donkey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328018633i/457762.jpg,"One rainy day, Sylvester finds a magic pebble that can make wishes come true. But when a lion frightens him on his way home, Sylvester makes a wish that brings unexpected results."
Sylvester and the Magic Pebble,donkey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328018633i/457762.jpg,"One rainy day, Sylvester finds a magic pebble that can make wishes come true. But when a lion frightens him on his way home, Sylvester makes a wish that brings unexpected results."
Sylvester and the Magic Pebble,wolf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328018633i/457762.jpg,"One rainy day, Sylvester finds a magic pebble that can make wishes come true. But when a lion frightens him on his way home, Sylvester makes a wish that brings unexpected results."
"Lyle, Lyle, Crocodile",crocodile,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633914685i/372638.jpg,"Everyone in the neighborhood loves Lyle the crocodile—except for a cranky neighbor and his nervous cat! Can lovable Lyle make everything right with his grumpy neighbors? A beloved classic read-aloud—now a major motion picture! Lyle the crocodile lives in a house on East 88th Street in New York City. Lyle enjoys helping the Primm family with everyday chores, and playing with the neighborhood kids. He’s the happiest crocodile any home ever had…until one neighbor insists that Lyle belongs in a zoo! Mr. Grumps and his cat, Loretta, don't like crocodiles, and everything Lyle does to win them over seems to go wrong. It will take all of Lyle’s charm—and courage—to reveal the hero, and friend, behind the big, crocodile smile.Show more"
Swimmy,fish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348474037i/114308.jpg,"Deep in the sea there lives a happy school of little fish. Their watery world is full of wonders, but there is also danger, and the little fish are afraid to come out of hiding . . . until Swimmy comes along. Swimmy shows his friends how—with ingenuity and team work—they can overcome any danger. With its graceful text and stunning artwork, this Caldecott Honor Book deserves a place on every child’s shelf."
Swimmy,fish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348474037i/114308.jpg,"Deep in the sea there lives a happy school of little fish. Their watery world is full of wonders, but there is also danger, and the little fish are afraid to come out of hiding . . . until Swimmy comes along. Swimmy shows his friends how—with ingenuity and team work—they can overcome any danger. With its graceful text and stunning artwork, this Caldecott Honor Book deserves a place on every child’s shelf."
Frédéric,mouse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329956148i/375901.jpg,"Frederick, the poet mouse, stores up something special for the long cold winter."
A Fish Out of Water (Beginner Books(R)),fish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320398806i/6555678.jpg,"Illus. in color. ""Comic pictures show how the fish rapidly outgrows its bowl, a vase, a cook pot, a bathtub.""-- The New York Times."
The Tiger Who Came to Tea,tiger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369858732i/1099097.jpg,For over 30 years children have been enthralled and delighted by this fanciful tale of a tiger joining a little girl and her mum for tea one day. Funny and entertaining.
The Best Nest,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320398047i/160988.jpg,"Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop, "" ""Fox in Socks, "" and ""Green Eggs and Ham."" Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By, "" by Mike McClintock, and ""Put Me in the Zoo, "" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.Show more"
The Best Nest,bird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320398047i/160988.jpg,"Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop, "" ""Fox in Socks, "" and ""Green Eggs and Ham."" Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By, "" by Mike McClintock, and ""Put Me in the Zoo, "" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.Show more"
If You Give a Mouse a Cookie,mouse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276046901i/767680.jpg,"""If you give a mouse a cookie, he's going to ask for a glass of milk...""If a hungry little traveler shows up at your house, you might want to give him a cookie. If you give him a cookie, he's going to ask for a glass of milk. He'll want to look in a mirror to make sure he doesn't have a milk mustache, and then he'll ask for a pair of scissors to give himself a trim...The consequences of giving a cookie to this energetic mouse run the young host ragged, but readers of all ages will come away smiling at the antics that tumble like dominoes through the pages of this delightful picture book.This book is a great first introduction to Mouse, the star of the'If You Give...' Series,and a perennial favorite among children. With its spare, rhythmic text and circular tale,'If You Give a Mouse a Cookie' (1985)is perfect for beginning readers and story time. Sure to inspire giggles and requests to""read it again!""The award-winningIf You Give a Mouse a Cookie, one of the most beloved children’s books of all time, is from the #1 Best-Selling teamLaura NumeroffandFelicia Bond.Age: Preschool-2+Show more"
The True Story of the 3 Little Pigs,pig,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,"You thought you knew the story of the “The Three Little Pigs”… You thought wrong.In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of “The Three Little Pigs.”"
The True Story of the 3 Little Pigs,pig,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,"You thought you knew the story of the “The Three Little Pigs”… You thought wrong.In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of “The Three Little Pigs.”"
The True Story of the 3 Little Pigs,pig,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,"You thought you knew the story of the “The Three Little Pigs”… You thought wrong.In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of “The Three Little Pigs.”"
Guess How Much I Love You,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320457007i/301736.jpg,"""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him."
Guess How Much I Love You,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320457007i/301736.jpg,"""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him."
The Mitten,mole,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,rabbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,hedgehog,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,owl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,badger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Mitten,mouse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more"
The Very Busy Spider,spider,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348983154i/556511.jpg,"From bestselling author and illustrator Eric Carle, the creator of The Very Hungry Caterpillar , comes another classic tale about one very busy spider. A perfect gift to share with the child or grandchild in your life.Early one morning a little spider spins her web on a fence post. One by one, the animals of the nearby farm try to distract her, yet the busy little spider keeps diligently at her work. When she is done, she is able to show everyone that not only is her creation quite beautiful, it is also quite useful!This multi-sensory board book allows children to feel the pictures as well as see them, and is the perfect size for little hands. With its rhythmic text, The Very Busy Spider becomes an experience to touch, to see, and to hear.""A beautifully executed work for the very young that satisfies the needs of both visually handicapped and sighted children without losing its artistic integrity.""— The Horn Book , starred review""Both sighted and blind children will follow the action with ease . . . Visually and verbally, this is a winner.""— Booklist , starred review.Show more"
The Little Mermaid,seagull,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362466465i/132390.jpg,"Ariel is tired of living under the sea—she wants to be human and walk on land.More than anything else in the world, Princess Ariel longs to visit the world of humans. She gets her chance after making a deal with an evil sea witch. She even falls in love with a human named Prince Eric, but will the Little Mermaid remain with the prince of her dreams without losing everything she loves? Can Flounder, Sebastian, and Scuttle help make the little mermaid’s dream come true?Find out in this full-color retelling of Disney’s classic film,The Little Mermaid.Show more"
The Little Mermaid,crab,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362466465i/132390.jpg,"Ariel is tired of living under the sea—she wants to be human and walk on land.More than anything else in the world, Princess Ariel longs to visit the world of humans. She gets her chance after making a deal with an evil sea witch. She even falls in love with a human named Prince Eric, but will the Little Mermaid remain with the prince of her dreams without losing everything she loves? Can Flounder, Sebastian, and Scuttle help make the little mermaid’s dream come true?Find out in this full-color retelling of Disney’s classic film,The Little Mermaid.Show more"
The Berenstain Bears and the Messy Room,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly."
The Berenstain Bears and the Messy Room,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly."
The Berenstain Bears and the Messy Room,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly."
The Berenstain Bears and the Messy Room,bear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly."
Five Little Monkeys Jumping on the Bed,monkey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)"
Five Little Monkeys Jumping on the Bed,monkey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)"
